school_name,school_city,school_state,school_type,school_div,school_domain,school_url
University of Alaska,Anchorage,AK,,,alaska.edu,http://alaska.edu
Alaska Christian College,Soldotna,AK,,,alaskacc.edu,http://alaskacc.edu
National Park Community College,Hot Springs National Park,AK,,,npcc.edu,http://npcc.edu
University of Alaska Fairbanks,Fairbanks,AK,NCAA,div2,uaf.edu,http://uaf.edu
University of Arkansas - Fort Smith,Fort Smith,AK,,,uafs.edu,http://uafs.edu
Alabama A&M University,Huntville,AL,,,aamu.edu,http://aamu.edu
Athens State University,Athens,AL,,,athens.edu,http://athens.edu
Auburn University,Auburn,AL,NCAA,div1,auburn.edu,http://auburn.edu
Auburn University at Montgomery,Montgomery,AL,NCAA,div2,aum.edu,http://aum.edu
Birmingham-Southern College,Birmingham,AL,,,bsc.edu,http://bsc.edu
Calhoun Community College,Decatur,AL,juco,div1,calhoun.edu,http://calhoun.edu
Enterprise State Community College,Enterprise,AL,juco,div1,escc.edu,http://escc.edu
Faulkner State Community College,Bay Minette,AL,,,faulknerstate.edu,http://faulknerstate.edu
Gadsden State Community College,Gadsden,AL,,,gadsdenstate.edu,http://gadsdenstate.edu
Huntingdon College,Montgomery,AL,NCAA,div3,huntingdon.edu,http://huntingdon.edu
Jacksonville State University,Jacksonville,AL,NCAA,div1,jsu.edu,http://jsu.edu
Lurleen B. Wallace Community College,Andalusia,AL,juco,div1,lbwcc.edu,http://lbwcc.edu
University of Montevallo,Montevallo,AL,NCAA,div2,montevallo.edu,http://montevallo.edu
Northeast Alabama Community College,Rainsville,AL,,,nacc.edu,http://nacc.edu
Northwest-Shoals Community College,Muscle Shoals,AL,,,nwscc.edu,http://nwscc.edu
Oakwood University,Huntsville,AL,,,oakwood.edu,http://oakwood.edu
Samford University,Birmingham,AL,NCAA,div1,samford.edu,http://samford.edu
Southeastern Bible College,Birmingham,AL,,,sebc.edu,http://sebc.edu
University of South Alabama,Mobile,AL,NCAA,div1,southalabama.edu,http://southalabama.edu
Trenholm State Technical College,Montgomery,AL,,,trenholmstate.edu,http://trenholmstate.edu
Troy University,Troy,AL,NCAA,div1,troy.edu,http://troy.edu
Tuskegee University,Tuskegee,AL,NCAA,div2,tuskegee.edu,http://tuskegee.edu
University of Alabama,Tuscaloosa,AL,NCAA,div1,ua.edu,http://ua.edu
University of Alabama at Birmingham,Birmingham,AL,NCAA,div1,uab.edu,http://uab.edu
University of Alabama in Huntsville,Huntsville,AL,NCAA,div2,uah.edu,http://uah.edu
University of North Alabama,Florence,AL,,,una.edu,http://una.edu
Snead State Community College,Boaz,AL,juco,div1,snead.edu,http://snead.edu
Arkansas Northeastern College,Blytheville,AR,,,anc.edu,http://anc.edu
Arkansas State University,Jonesboro,AR,NCAA,div1,astate.edu,http://astate.edu
Arkansas Tech University,Russellville,AR,NCAA,div2,atu.edu,http://atu.edu
Central Baptist College,Conway,AR,naia,div1,cbc.edu,http://cbc.edu
Harding University,Searcy,AR,NCAA,div2,harding.edu,http://harding.edu
Hendrix College,Conway,AR,NCAA,div3,hendrix.edu,http://hendrix.edu
Henderson State University,Arkadelphia,AR,NCAA,div2,hsu.edu,http://hsu.edu
John Brown University,Siloam Springs,AR,naia,div1,jbu.edu,http://jbu.edu
Lyon College,Batesville,AR,naia,div1,lyon.edu,http://lyon.edu
Mid-South Community College,West Memphis,AR,,,midsouthcc.edu,http://midsouthcc.edu
North Arkansas College,Harrison,AR,juco,div1,northark.edu,http://northark.edu
Northwest Arkansas Community College,Bentonville,AR,,,nwacc.edu,http://nwacc.edu
Northwest Technical Institute,Springdale,AR,,,nwti.edu,http://nwti.edu
Ouachita Baptist University,Arkadelphia,AR,NCAA,div2,obu.edu,http://obu.edu
University of the Ozarks,Clarksville,AR,NCAA,div3,ozarks.edu,http://ozarks.edu
Phillips Community College U of A,Helena-West Helena,AR,,,pccua.edu,http://pccua.edu
Pulaski Technical College,North Little Rock,AR,,,pulaskitech.edu,http://pulaskitech.edu
Southern Arkansas University Magnolia,Magnolia,AR,,,saumag.edu,http://saumag.edu
Southeast Arkansas College,Pine Bluff,AR,,,seark.edu,http://seark.edu
University of Arkansas Community College Batesville,Batesville,AR,,,uaccb.edu,http://uaccb.edu
University of Arkansas at Little Rock,Little Rock,AR,,,ualr.edu,http://ualr.edu
University of Arkansas for Medical Sciences,Little Rock,AR,,,uams.edu,http://uams.edu
University of Arkansas at Pine Bluff,Pine Bluff,AR,NCAA,div1,uapb.edu,http://uapb.edu
University of Arkansas,Fayetteville,AR,NCAA,div1,uark.edu,http://uark.edu
University of Central Arkansas,Conway,AR,NCAA,div1,uca.edu,http://uca.edu
Williams Baptist College,Walnut Ridge,AR,naia,div1,wbcoll.edu,http://wbcoll.edu
University of Arizona,Tucson,AZ,NCAA,div1,arizona.edu,http://arizona.edu
Arizona State University,Tempe,AZ,NCAA,div1,asu.edu,http://asu.edu
Arizona Western College,Yuma,AZ,juco,div1,azwestern.edu,http://azwestern.edu
Bryan University,Tempe,AZ,,,bryanuniversity.edu,http://bryanuniversity.edu
Central Arizona College,Coolidge,AZ,juco,div1,centralaz.edu,http://centralaz.edu
Glendale Community College,Glendale,AZ,juco,div1,gccaz.edu,http://gccaz.edu
Grand Canyon University,Phoenix,AZ,NCAA,div1,gcu.edu,http://gcu.edu
Maricopa Community Colleges,Phoenix,AZ,,,maricopa.edu,http://maricopa.edu
Mesa Community College,Mesa,AZ,juco,div1,mesacc.edu,http://mesacc.edu
Northern Arizona University,Flagstaff,AZ,NCAA,div1,nau.edu,http://nau.edu
Northland Pioneer College,(multiple locations),AZ,,,npc.edu,http://npc.edu
University of Phoenix,Tempe,AZ,,,phoenix.edu,http://phoenix.edu
Phoenix College,Phoenix,AZ,juco,div1,phoenixcollege.edu,http://phoenixcollege.edu
Pima Community College,Tucson,AZ,juco,div1,pima.edu,http://pima.edu
Prescott College,Prescott,AZ,,,prescott.edu,http://prescott.edu
Rio Salado College,Tempe,AZ,,,riosalado.edu,http://riosalado.edu
South Mountain Community College,Pheonix,AZ,juco,div1,southmountaincc.edu,http://southmountaincc.edu
University of Advancing Technology,Tempe,AZ,,,uat.edu,http://uat.edu
Yavapai College,Prescott,AZ,juco,div1,yc.edu,http://yc.edu
Academy of Arts University,San Francisco,CA,,,academyart.edu,http://academyart.edu
Adance Computing Institute,Los Angeles,CA,,,advancedcomputinginstitute.edu,http://advancedcomputinginstitute.edu
Acupuncture & Integrative Medicine College,Berkeley,CA,,,aimc.edu,http://aimc.edu
Alliant International University,Alhambra,CA,,,alliant.edu,http://alliant.edu
Allied American University,Laguna Hills,CA,,,allied.edu,http://allied.edu
Anaheim University,Anaheim,CA,,,anaheim.edu,http://anaheim.edu
Angeles College,Los Angeles,CA,,,angelescollege.edu,http://angelescollege.edu
Antioch University Los Angeles,Culver City,CA,,,antiochla.edu,http://antiochla.edu
Argosy University,(multiple locations),CA,,,argosy.edu,http://argosy.edu
Art Center College of Design,Pasadena,CA,,,artcenter.edu,http://artcenter.edu
The Art Institute,(multiple locations),CA,,,artinstitutes.edu,http://artinstitutes.edu
Ashford University,San Diego,CA,,,ashford.edu,http://ashford.edu
ATI College,Norwalk,CA,,,ati.edu,http://ati.edu
Antelope Valley College,Lancaster,CA,,,avc.edu,http://avc.edu
Bakersfield College,Bakersfield,CA,,,bakersfieldcollege.edu,http://bakersfieldcollege.edu
Barstow Community College,Barstow,CA,,,barstow.edu,http://barstow.edu
Berkeley University of California,Berkeley,CA,,,berkeley.edu,http://berkeley.edu
Berkeley City College,Berkeley,CA,,,berkeleycitycollege.edu,http://berkeleycitycollege.edu
Brandman University,Irvine,CA,,,brandman.edu,http://brandman.edu
Butte College,Oroville,CA,,,butte.edu,http://butte.edu
Cabrillo College,Aptos,CA,,,cabrillo.edu,http://cabrillo.edu
California Institute of the Arts,Valencie,CA,,,calarts.edu,http://calarts.edu
California Baptist University,Riverside,CA,,,calbaptist.edu,http://calbaptist.edu
California Lutheran University,Thousand Oaks,CA,NCAA,div3,callutheran.edu,http://callutheran.edu
California Miramar University,San Diego,CA,,,calmu.edu,http://calmu.edu
California Polytechnic State University,San Luis Obispo,CA,NCAA,div1,calpoly.edu,http://calpoly.edu
California State University,Long Beach,CA,,,calstate.edu,http://calstate.edu
California Institute of Technology,Pasadena,CA,NCAA,div3,caltech.edu,http://caltech.edu
Canada College,Redwood City,CA,,,canadacollege.edu,http://canadacollege.edu
College of the Canyons,Santa Clarita,CA,,,canyons.edu,http://canyons.edu
California College of the Arts,San Francisco,CA,,,cca.edu,http://cca.edu
California Community Colleges Chanellor's Office,Sacramento,CA,,,cccco.edu,http://cccco.edu
City College of San Francisco,San Francisco,CA,,,ccsf.edu,http://ccsf.edu
Cerritos College,Norwalk,CA,,,cerritos.edu,http://cerritos.edu
Cerro Coso Community College,Ridgecrest,CA,,,cerrocoso.edu,http://cerrocoso.edu
Claremont Graduate University,Claremont,CA,,,cgu.edu,http://cgu.edu
Chaffey College,Rancho Cucamonga,CA,,,chaffey.edu,http://chaffey.edu
Chapman University,Orange,CA,NCAA,div3,chapman.edu,http://chapman.edu
California Institute of Integral Studies,San Francisco,CA,,,ciis.edu,http://ciis.edu
Citrus College,Glendora,CA,,,citruscollege.edu,http://citruscollege.edu
The Claremont Colleges,Claremont,CA,,,claremont.edu,http://claremont.edu
Claremont McKenna College,Claremont,CA,,,cmc.edu,http://cmc.edu
Copper Mountain College,(multiple locations),CA,,,cmccd.edu,http://cmccd.edu
Cogswell Polytechnical College,Sunnyvale,CA,,,cogswell.edu,http://cogswell.edu
College of San Mateo,San Mateo,CA,,,collegeofsanmateo.edu,http://collegeofsanmateo.edu
College of the Desert,Palm Desert,CA,,,collegeofthedesert.edu,http://collegeofthedesert.edu
El Camino College Compton Center,Compton,CA,,,compton.edu,http://compton.edu
Contra Costa College,San Pablo,CA,,,contracosta.edu,http://contracosta.edu
College of the Sequoias,Visalia,CA,,,cos.edu,http://cos.edu
Crafton Hills College,Yucaipa,CA,,,craftonhills.edu,http://craftonhills.edu
California State University Bakersfield,Bakersfield,CA,,,csub.edu,http://csub.edu
California State University Channel Islands,Camarillo,CA,,,csuci.edu,http://csuci.edu
California State University Dominguez Hills,Carson,CA,,,csudh.edu,http://csudh.edu
California State University East Bay,Hayward,CA,,,csueastbay.edu,http://csueastbay.edu
Fresno State,Fresno,CA,,,fresnostate.edu,http://fresnostate.edu
California State University Long Beach,Long Beach,CA,,,csulb.edu,http://csulb.edu
California State University Monterey Bay,Seaside,CA,,,csumb.edu,http://csumb.edu
California State University Northridge,Northridge,CA,,,csun.edu,http://csun.edu
California State Polytechnic University Pomona,Pomona,CA,,,csupomona.edu,http://csupomona.edu
California State University Sacramento,Sacramento,CA,,,csus.edu,http://csus.edu
California State University San Bernardino,San Bernardino,CA,,,csusb.edu,http://csusb.edu
California State University San Marcos,San Marcos,CA,NCAA,div2,csusm.edu,http://csusm.edu
California State University Stanislaus,Stanislaus,CA,,,csustan.edu,http://csustan.edu
Cuesta College,San Luis Obispo,CA,,,cuesta.edu,http://cuesta.edu
Cuyamaca College,El Cajon,CA,,,cuyamaca.edu,http://cuyamaca.edu
California Western School of Law San Diego,San Diego,CA,,,cwsl.edu,http://cwsl.edu
Cypress College,Cypress,CA,,,cypresscollege.edu,http://cypresscollege.edu
DeAnza College,Cupertino,CA,,,deanza.edu,http://deanza.edu
San Joaquin Delta College,Stockton,CA,,,deltacollege.edu,http://deltacollege.edu
Dominican University of California,San Rafael,CA,NCAA,div2,dominican.edu,http://dominican.edu
Dominican School of Philosophy and Theology,Berkeley,CA,,,dspt.edu,http://dspt.edu
Diablo Valley College,Pleasant Hill,CA,,,dvc.edu,http://dvc.edu
East Los Angeles College,Monterey Park,CA,,,elac.edu,http://elac.edu
El Camino College,Torrance,CA,,,elcamino.edu,http://elcamino.edu
Ex'pression College,San Jose,CA,,,expression.edu,http://expression.edu
Foothill-De Anza Community College District,Los Altos Hills,CA,,,fhda.edu,http://fhda.edu
Fashion Institute of Design & Merchandising,San Francisco,CA,,,fidm.edu,http://fidm.edu
Fielding Graduate University,Santa Barbara,CA,,,fielding.edu,http://fielding.edu
Foothill College,Los Altos Hills,CA,,,foothill.edu,http://foothill.edu
Fresno Pacific University,Fresno,CA,NCAA,div2,fresno.edu,http://fresno.edu
Fresno City College,Fresno,CA,,,fresnocitycollege.edu,http://fresnocitycollege.edu
Frederick Taylor University,Moraga,CA,,,ftu.edu,http://ftu.edu
Fullerton College,Fullerton,CA,,,fullcoll.edu,http://fullcoll.edu
Fuller Theological Seminary,Pasadena,CA,,,fuller.edu,http://fuller.edu
California State University Fullerton,Fullerton,CA,,,fullerton.edu,http://fullerton.edu
Gavilan College,Gilroy,CA,,,gavilan.edu,http://gavilan.edu
Golden Gate Baptist Theological Seminary,Mill Valley,CA,,,ggbts.edu,http://ggbts.edu
Glendale Community College,Glendale,CA,juco,div1,glendale.edu,http://glendale.edu
Gnomon School of Visual Effects,Hollywood,CA,,,gnomon.edu,http://gnomon.edu
Columbia College,Sonora,CA,,,gocolumbia.edu,http://gocolumbia.edu
Golden West College,Huntington Beach,CA,,,goldenwestcollege.edu,http://goldenwestcollege.edu
Grossmont College,El Cajon,CA,,,grossmont.edu,http://grossmont.edu
Allan Hancock College,Santa Maria,CA,,,hancockcollege.edu,http://hancockcollege.edu
Hartnell College,Salinas,CA,,,hartnell.edu,http://hartnell.edu
Henley-Putnam University,Santa Clara,CA,,,henley-putnam.edu,http://henley-putnam.edu
Harvey Mudd College,Claremont,CA,,,hmc.edu,http://hmc.edu
Holy Names University,Oakland,CA,NCAA,div2,hnu.edu,http://hnu.edu
Humboldt State University,Arcata,CA,NCAA,div2,humboldt.edu,http://humboldt.edu
Humphreys College,Stockton,CA,,,humphreys.edu,http://humphreys.edu
Imperial Valley College,Imperial,CA,,,imperial.edu,http://imperial.edu
International Sports Sciences Association,Carpinteria,CA,,,issaonline.edu,http://issaonline.edu
International Technological University,San Jose,CA,,,itu.edu,http://itu.edu
Irvine Valley College,Irvine,CA,,,ivc.edu,http://ivc.edu
William Jessup University,Rocklin,CA,naia,div1,jessup.edu,http://jessup.edu
John F. Kennedy University,Pleasant Hill,CA,,,jfku.edu,http://jfku.edu
Keck Graduate Institute,Claremont,CA,,,kgi.edu,http://kgi.edu
Mount Saint Mary's College,Los Angeles,CA,,,la.edu,http://la.edu
Los Angeles Community College District,Los Angeles,CA,,,laccd.edu,http://laccd.edu
Los Angeles City College,Los Angeles,CA,,,lacitycollege.edu,http://lacitycollege.edu
Los Angeles Harbor College,Wilmington,CA,,,lahc.edu,http://lahc.edu
Los Angeles Mission College,Sylmar,CA,,,lamission.edu,http://lamission.edu
Laney College,Oakland,CA,,,laney.edu,http://laney.edu
Los Angeles Southwest College,Los Angeles,CA,,,lasc.edu,http://lasc.edu
La Sierra University,Riverside,CA,naia,div2,lasierra.edu,http://lasierra.edu
Las Positas College,Livermore,CA,,,laspositascollege.edu,http://laspositascollege.edu
Los Angeles Trade-Tech Community College,Los Angeles,CA,,,lattc.edu,http://lattc.edu
Laurus College,Santa Maria,CA,,,lauruscollege.edu,http://lauruscollege.edu
Los Angeles Valley College,Valley Glen,CA,,,lavc.edu,http://lavc.edu
University of La Verne,La Verne,CA,NCAA,div3,laverne.edu,http://laverne.edu
UCLA School of Law,Los Angeles,CA,,,ucla.edu,http://ucla.edu
Long Beach City College,Long Beach,CA,,,lbcc.edu,http://lbcc.edu
Life Chiropractic College West,Hayward,CA,,,lifewest.edu,http://lifewest.edu
Loma Linda University,Loma Linda,CA,,,llu.edu,http://llu.edu
Loyola Marymount University,Los Angeles,CA,NCAA,div1,lmu.edu,http://lmu.edu
Los Medanos College,Pittsburg,CA,,,losmedanos.edu,http://losmedanos.edu
Los Rios Community College District,Sacramento,CA,,,losrios.edu,http://losrios.edu
Lake Tahoe Community College,South Lake Tahoe,CA,,,ltcc.edu,http://ltcc.edu
College of Marin,Kentfield,CA,,,marin.edu,http://marin.edu
Marymount California University,Rancho Palos Verdes,CA,naia,div2,marymountcalifornia.edu,http://marymountcalifornia.edu
The Master's College,Santa Clarita,CA,naia,div1,masters.edu,http://masters.edu
Merced Community College,Merced,CA,,,mccd.edu,http://mccd.edu
Mills College,Oakland,CA,NCAA,div3,mills.edu,http://mills.edu
MiraCosta College,Oceanside,CA,,,miracosta.edu,http://miracosta.edu
Modesto Junior College,Modesto,CA,,,mjc.edu,http://mjc.edu
Mount San Jacinto College,(multiple locations),CA,,,msjc.edu,http://msjc.edu
Mount San Antonio College,Walnut,CA,,,mtsac.edu,http://mtsac.edu
Napa Valley College,Napa,CA,,,napavalley.edu,http://napavalley.edu
Notre Dame de Namur University,Belmont,CA,NCAA,div2,ndnu.edu,http://ndnu.edu
NewSchool of Architecture and Design,San Diego,CA,,,newschoolarch.edu,http://newschoolarch.edu
Norco College,Norco,CA,,,norcocollege.edu,http://norcocollege.edu
Naval Postgraduate School,Monterey,CA,,,nps.edu,http://nps.edu
Ohlone College,Fremont,CA,,,ohlone.edu,http://ohlone.edu
Orange Coast College,Costa Mesa,CA,,,orangecoastcollege.edu,http://orangecoastcollege.edu
Otis College of Art and Design,Los Angeles,CA,,,otis.edu,http://otis.edu
Occidental College,Los Angeles,CA,NCAA,div3,oxy.edu,http://oxy.edu
University of the Pacific,Stockton,CA,NCAA,div1,pacific.edu,http://pacific.edu
Pacific College of Oriental Medicine,San Diego,CA,,,pacificcollege.edu,http://pacificcollege.edu
Palomar College,San Marcos,CA,,,palomar.edu,http://palomar.edu
Pasadena City College,Pasadena,CA,,,pasadena.edu,http://pasadena.edu
Pepperdine University,Malibu,CA,NCAA,div1,pepperdine.edu,http://pepperdine.edu
Peralta Community College District,Oakland,CA,,,peralta.edu,http://peralta.edu
Pierce College,Woodland Hills,CA,,,piercecollege.edu,http://piercecollege.edu
Pitzer College,Claremont,CA,,,pitzer.edu,http://pitzer.edu
Pacific Lutheran Theological Seminary,Berkeley,CA,,,plts.edu,http://plts.edu
Point Loma Nazarene University,San Diego,CA,NCAA,div2,pointloma.edu,http://pointloma.edu
Pomona College,Claremont,CA,,,pomona.edu,http://pomona.edu
Porterville College,Porterville,CA,,,portervillecollege.edu,http://portervillecollege.edu
Pacific School of Religion,Berkeley,CA,,,psr.edu,http://psr.edu
Riverside City College,Riverside,CA,,,rcc.edu,http://rcc.edu
Riverside Community College District,Riverside,CA,,,rccd.edu,http://rccd.edu
University of Redlands,Redlands,CA,NCAA,div3,redlands.edu,http://redlands.edu
College of the Redwoods,Eureka,CA,,,redwoods.edu,http://redwoods.edu
Rio Hondo College,Whittier,CA,,,riohondo.edu,http://riohondo.edu
Rosemead College,Rosemead,CA,,,rosemeadcollege.edu,http://rosemeadcollege.edu
Santa Ana College,Santa Ana,CA,,,sac.edu,http://sac.edu
Saddleback College,Mission Viejo,CA,,,saddleback.edu,http://saddleback.edu
University of San Diego,San Diego,CA,NCAA,div1,sandiego.edu,http://sandiego.edu
Santa Rosa Junior College,Santa Rosa,CA,,,santarosa.edu,http://santarosa.edu
Santa Barbara City College,Santa Barbara,CA,,,sbcc.edu,http://sbcc.edu
School of Continuing Education,Anaheim,CA,,,sce.edu,http://sce.edu
Scripps College,Claremont,CA,,,scrippscollege.edu,http://scrippscollege.edu
Santa Clara University,Santa Clara,CA,NCAA,div1,scu.edu,http://scu.edu
Southern California University of Health Sciences,Whittier,CA,,,scuhs.edu,http://scuhs.edu
San Diego City College,San Diego,CA,,,sdcity.edu,http://sdcity.edu
San Diego Mesa College,San Diego,CA,,,sdmesa.edu,http://sdmesa.edu
San Diego State University,San Diego,CA,NCAA,div1,sdsu.edu,http://sdsu.edu
San Francisco State University,San Francisco,CA,NCAA,div2,sfsu.edu,http://sfsu.edu
Shasta College,Redding,CA,,,shastacollege.edu,http://shastacollege.edu
The Institute of Buddhist Studies,Berkeley,CA,,,shin-ibs.edu,http://shin-ibs.edu
Sierra College,Rocklin,CA,,,sierracollege.edu,http://sierracollege.edu
Simpson University,Redding,CA,naia,div2,simpsonu.edu,http://simpsonu.edu
College of the Siskiyous,Weed,CA,,,siskiyous.edu,http://siskiyous.edu
San Jose State University,San Jose,CA,NCAA,div1,sjsu.edu,http://sjsu.edu
Starr King School for the Ministry,Berkeley,CA,,,sksm.edu,http://sksm.edu
Skyline College,San Bruno,CA,,,skylinecollege.edu,http://skylinecollege.edu
Santa Monica College,Santa Monica,CA,,,smc.edu,http://smc.edu
San Mateo County Community College,San Mateo,CA,,,smccd.edu,http://smccd.edu
Soka University of America,Aliso Viejo,CA,naia,div2,soka.edu,http://soka.edu
Solano Community College,(multiple locations),CA,,,solano.edu,http://solano.edu
Sonoma State University,Rohnert Park,CA,NCAA,div2,sonoma.edu,http://sonoma.edu
Stanford University,Stanford,CA,NCAA,div1,stanford.edu,http://stanford.edu
Saint Mary's College,Moraga,CA,NCAA,div3,stmarys-ca.edu,http://stmarys-ca.edu
Taft College,Taft,CA,,,taftcollege.edu,http://taftcollege.edu
Touro University California,Vallejo,CA,,,tu.edu,http://tu.edu
University of California Davis,Davis,CA,,,ucdavis.edu,http://ucdavis.edu
University of California Hastings College of the Law,San Francisco,CA,,,uchastings.edu,http://uchastings.edu
University of California Irvine,Irvine,CA,,,uci.edu,http://uci.edu
University of California Los Angeles,Los Angeles,CA,,,ucla.edu,http://ucla.edu
University of California Los Angeles Extension,Los Angeles,CA,,,uclaextension.edu,http://uclaextension.edu
University of California Merced,Merced,CA,,,ucmerced.edu,http://ucmerced.edu
University of California,Oakland,CA,,,ucop.edu,http://ucop.edu
University of California Press,(multiple locations),CA,,,ucpress.edu,http://ucpress.edu
University of California Riverside,Riverside,CA,,,ucr.edu,http://ucr.edu
University of California Santa Barbara,Santa Barbara,CA,,,ucsb.edu,http://ucsb.edu
University of California Santa Cruz,Santa Cruz,CA,,,ucsc.edu,http://ucsc.edu
University of California Santa Cruz Silicon Valley Extension,Santa Clara,CA,,,ucsc-extension.edu,http://ucsc-extension.edu
University of California San Diego,La Jolla,CA,,,ucsd.edu,http://ucsd.edu
University of California San Francisco,San Francisco,CA,,,ucsf.edu,http://ucsf.edu
University of California,Berkeley,CA,,,universityofcalifornia.edu,http://universityofcalifornia.edu
University of the Pacific,Stockton,CA,NCAA,div1,uop.edu,http://uop.edu
University of Southern California,Los Angeles,CA,NCAA,div1,usc.edu,http://usc.edu
University of San Francisco,San Francisco,CA,NCAA,div1,usfca.edu,http://usfca.edu
San Bernardino Valley College,San Bernardino,CA,,,valleycollege.edu,http://valleycollege.edu
Ventura College,Ventura,CA,,,venturacollege.edu,http://venturacollege.edu
Victor Valley College,Victorville,CA,,,vvc.edu,http://vvc.edu
West Coast Baptist College,Lancaster,CA,,,wcbc.edu,http://wcbc.edu
Western University of Health Sciences,Pamona,CA,,,westernu.edu,http://westernu.edu
Westmont College,Santa Barbara,CA,naia,div1,westmont.edu,http://westmont.edu
West Valley College,Saratoga,CA,,,westvalley.edu,http://westvalley.edu
West Hills Community College District,Coalinga,CA,,,whccd.edu,http://whccd.edu
Whittier College,Whittier,CA,NCAA,div3,whittier.edu,http://whittier.edu
West Los Angeles College,Culver City,CA,,,wlac.edu,http://wlac.edu
Yuba Community College District,Marysville,CA,,,yccd.edu,http://yccd.edu
Yosemite Community College District,Modesto,CA,,,yosemite.edu,http://yosemite.edu
Unitek College,Fremont,CA,,,unitekcollege.edu,http://unitekcollege.edu
Vanguard University,Costa Mesa,CA,naia,div1,vanguard.edu,http://vanguard.edu
Southwestern College,Chula Vista,CA,naia,div2,swcc.edu,http://swcc.edu
Monterey Institute of International Studies,Monterey,CA,,,miis.edu,http://miis.edu
Adams State University,Alamosa,CO,NCAA,div2,adams.edu,http://adams.edu
Auraria Higher Education Center,Denver,CO,,,ahec.edu,http://ahec.edu
Aims Community College,Greeley,CO,,,aims.edu,http://aims.edu
Arapahoe Community College,Littleton,CO,,,arapahoe.edu,http://arapahoe.edu
Community College of Aurora,(multiple locations),CO,,,ccaurora.edu,http://ccaurora.edu
Community College of Denver,Denver,CO,,,ccd.edu,http://ccd.edu
Colorado Heights University,Denver,CO,,,chu.edu,http://chu.edu
University of Colorado Boulder,Boulder,CO,NCAA,div1,colorado.edu,http://colorado.edu
Colorado College,Colorado Springs,CO,,,coloradocollege.edu,http://coloradocollege.edu
Colorado Mesa University,Grand Junction,CO,NCAA,div2,coloradomesa.edu,http://coloradomesa.edu
Colorado State University,Fort Collins,CO,NCAA,div1,colostate.edu,http://colostate.edu
Colorado State University-Pueblo,Pueblo,CO,,,colostate-pueblo.edu,http://colostate-pueblo.edu
University of Denver,Denver,CO,NCAA,div1,du.edu,http://du.edu
Fort Lewis College,Durango,CO,NCAA,div2,fortlewis.edu,http://fortlewis.edu
Front Range Community College,Westminster,CO,,,frontrange.edu,http://frontrange.edu
Jones International University,Centennial,CO,,,jiu.edu,http://jiu.edu
Colorado School of Mines,Golden,CO,NCAA,div2,mines.edu,http://mines.edu
Metropolitan State University of Denver,Denver,CO,NCAA,div2,msudenver.edu,http://msudenver.edu
Naropa University,Boulder,CO,,,naropa.edu,http://naropa.edu
Pikes Peak Community College,Colorado Springs,CO,,,ppcc.edu,http://ppcc.edu
Pueblo Community College,(multiple locations),CO,,,pueblocc.edu,http://pueblocc.edu
Redstone College,Denver,CO,,,redstone.edu,http://redstone.edu
Regis University,Denver,CO,NCAA,div2,regis.edu,http://regis.edu
University of the Rockies,Colorado Springs,CO,,,rockies.edu,http://rockies.edu
Red Rocks Community College,Lakewood,CO,,,rrcc.edu,http://rrcc.edu
William Howard Taft University,Denver,CO,,,taft.edu,http://taft.edu
University Corporation for Atmospheric Research,Boulder,CO,,,ucar.edu,http://ucar.edu
University of Colorado Colorado Springs,Colorado Springs,CO,NCAA,div2,uccs.edu,http://uccs.edu
University of Colorado Denver,(multiple locations),CO,,,ucdenver.edu,http://ucdenver.edu
University of Northern Colorado,Greeley,CO,NCAA,div1,unco.edu,http://unco.edu
University of Colorado,Denver,CO,,,cu.edu,http://cu.edu
Western State Colorado University,Gunnison,CO,,,western.edu,http://western.edu
Albertus Magnus College,New Haven,CT,NCAA,div3,albertus.edu,http://albertus.edu
Asnuntuck Community College,Enfield,CT,,,asnuntuck.edu,http://asnuntuck.edu
Connecticut College,New London,CT,NCAA,div3,conncoll.edu,http://conncoll.edu
Eastern Connecticut State University,Willimantic,CT,NCAA,div3,easternct.edu,http://easternct.edu
Fairfield University,Fairfield,CT,NCAA,div1,fairfield.edu,http://fairfield.edu
Goodwin College,East Hartfod,CT,,,goodwin.edu,http://goodwin.edu
University of Hartford,West Hartford,CT,NCAA,div1,hartford.edu,http://hartford.edu
Hartford Seminary,Hartford,CT,,,hartsem.edu,http://hartsem.edu
University of New Haven,West Haven,CT,NCAA,div2,newhaven.edu,http://newhaven.edu
Queens University of Charlotte,Hamden,CT,NCAA,div2,quinnipiac.edu,http://quinnipiac.edu
Quinebaug Valley Community College,Danielson,CT,,,qvcc.edu,http://qvcc.edu
Sacred Heart University,Fairfield,CT,NCAA,div1,sacredheart.edu,http://sacredheart.edu
Southern Connecticut State University,New Haven,CT,NCAA,div2,southernct.edu,http://southernct.edu
Three Rivers Community College,Norwich,CT,,,threerivers.edu,http://threerivers.edu
Trinity College,Hartford,CT,NCAA,div3,trincoll.edu,http://trincoll.edu
Tunxis Community College,Farmington,CT,,,tunxis.edu,http://tunxis.edu
University of Connecticut Health Center,Farmington,CT,,,uchc.edu,http://uchc.edu
University of Connecticut,Storrs,CT,,,uconn.edu,http://uconn.edu
University of Saint Joseph Connecticut,West Hartford,CT,,,usj.edu,http://usj.edu
Western Connecticut State University,Danbury,CT,NCAA,div3,wcsu.edu,http://wcsu.edu
Wesleyan University,Middletown,CT,NCAA,div3,wesleyan.edu,http://wesleyan.edu
